number_to_find	slope	count
1	0.0003956739646531258	3
2	0.3607227644420997	2735
3	0.1370350830915326	1039
4	0.0003956739646531258	3
6	0.0002637826431020839	2
8	0.01833289369559483	139
11	0.0002637826431020839	2
13	0.0009232392508572936	7
16	0.0002637826431020839	2
18	0.0003956739646531258	3
26	0.0005275652862041678	4
28	0.0002637826431020839	2
36	0.047217093115273015	358
38	0.0	0
47	0.1201529939329992	911
48	0.00013189132155104195	1
53	0.0040886309680823	31
57	0.0003956739646531258	3
62	0.00013189132155104195	1
69	0.09839092587707729	746
72	0.0	0
77	0.0	0
82	0.0	0
87	0.00013189132155104195	1
97	0.005011870218939594	38
99	0.00013189132155104195	1
102	0.08401477182801372	637
106	0.0002637826431020839	2
114	0.0	0
126	0.0	0
131	0.0	0
138	0.0	0
145	0.00013189132155104195	1
148	0.0	0
155	0.0	0
175	0.00013189132155104195	1
177	0.00013189132155104195	1
180	0.0006594566077552098	5
182	0.0	0
189	0.0003956739646531258	3
197	0.0	0
206	0.0042205222896333425	32
209	0.0	0
219	0.0002637826431020839	2
221	0.0	0
236	0.00013189132155104195	1
238	0.00013189132155104195	1
241	0.00013189132155104195	1
243	0.0	0
253	0.0	0
258	0.00013189132155104195	1
260	0.00013189132155104195	1
273	0.030203112635188604	229
282	0.00013189132155104195	1
309	0.00013189132155104195	1
316	0.0011870218939593776	9
319	0.0	0
324	0.0	0
339	0.05935109469796887	450
341	0.0	0
356	0.0027697177525718808	21
358	0.0	0
363	0.0	0
370	0.0	0
382	0.0006594566077552098	5
390	0.0	0
400	0.005803218148245845	44
402	0.0	0
409	0.0002637826431020839	2
412	0.0003956739646531258	3
414	0.00013189132155104195	1
429	0.00013189132155104195	1
431	0.00013189132155104195	1
434	0.0	0
441	0.0	0
451	0.0	0
456	0.0	0
483	0.0003956739646531258	3
485	0.0	0
497	0.0002637826431020839	2
502	0.0	0
522	0.0003956739646531258	3
524	0.0	0
544	0.0002637826431020839	2
546	0.0	0
566	0.0006594566077552098	5
568	0.0	0
585	0.0	0
602	0.00013189132155104195	1
605	0.00013189132155104195	1
607	0.0	0
612	0.0	0
624	0.0002637826431020839	2
627	0.00013189132155104195	1
646	0.0	0
668	0.0	0
673	0.00013189132155104195	1
685	0.0005275652862041678	4
688	0.00013189132155104195	1
690	0.0	0
695	0.0	0
720	0.0002637826431020839	2
722	0.0	0
732	0.00013189132155104195	1
734	0.00013189132155104195	1
739	0.0	0
751	0.0002637826431020839	2
781	0.00013189132155104195	1
783	0.0	0
798	0.00013189132155104195	1
800	0.00013189132155104195	1
820	0.0	0
847	0.0003956739646531258	3
849	0.0	0
861	0.00013189132155104195	1
864	0.00013189132155104195	1
866	0.0	0
891	0.0005275652862041678	4
893	0.0	0
905	0.0	0
927	0.0	0
949	0.0002637826431020839	2
983	0.005407544183592719	41
986	0.0	0
991	0.0	0
1018	0.00013189132155104195	1
1020	0.00013189132155104195	1
1023	0.0007913479293062516	6
1025	0.0	0
1030	0.00013189132155104195	1
1032	0.0003956739646531258	3
1035	0.0002637826431020839	2
1037	0.0	0
1052	0.0	0
1079	0.00013189132155104195	1
1081	0.0	0
1101	0.00013189132155104195	1
1103	0.0	0
1125	0.0	0
1155	0.0029016090741229225	22
1157	0.0	0
1164	0.00013189132155104195	1
1167	0.00013189132155104195	1
1169	0.0	0
1186	0.0	0
1191	0.0	0
1208	0.0	0
1230	0.0	0
1252	0.0	0
1257	0.0	0
1296	0.0	0
1308	0.002374043787918755	18
1311	0.00013189132155104195	1
1313	0.00013189132155104195	1
1335	0.0003956739646531258	3
1338	0.00013189132155104195	1
1340	0.00013189132155104195	1
1355	0.0	0
1360	0.00013189132155104195	1
1377	0.0	0
1387	0.0003956739646531258	3
1389	0.0	0
1404	0.00013189132155104195	1
1406	0.0	0
1428	0.00013189132155104195	1
1431	0.0002637826431020839	2
1433	0.0	0
1462	0.0007913479293062516	6
1465	0.0	0
1470	0.00013189132155104195	1
1472	0.0	0
1489	0.0002637826431020839	2
1492	0.0002637826431020839	2
1509	0.0	0
1514	0.0005275652862041678	4
1516	0.0	0
1531	0.0	0
1536	0.00013189132155104195	1
1538	0.0	0
1550	0.00013189132155104195	1
1553	0.0	0
1594	0.0002637826431020839	2
1602	0.0002637826431020839	2
1604	0.0	0
1616	0.0	0
1641	0.00013189132155104195	1
1643	0.00013189132155104195	1
1646	0.0006594566077552098	5
1648	0.0	0
1660	0.00013189132155104195	1
1682	0.0	0
1707	0.00013189132155104195	1
1709	0.0	0
1721	0.0005275652862041678	4
1724	0.0	0
1748	0.0	0
1765	0.0003956739646531258	3
1770	0.0	0
1790	0.00013189132155104195	1
1792	0.0	0
1812	0.00013189132155104195	1
1814	0.0	0
1834	0.00013189132155104195	1
1836	0.0	0
1853	0.0002637826431020839	2
1856	0.00013189132155104195	1
1858	0.0	0
1900	0.00013189132155104195	1
1902	0.0	0
1919	0.00013189132155104195	1
1941	0.0002637826431020839	2
1944	0.00013189132155104195	1
1946	0.0	0
1966	0.00013189132155104195	1
1968	0.0	0
1985	0.0002637826431020839	2
2010	0.0002637826431020839	2
2012	0.0	0
2032	0.0003956739646531258	3
2034	0.0	0
2054	0.0006594566077552098	5
2056	0.0	0
2090	0.00013189132155104195	1
2093	0.00013189132155104195	1
2095	0.0	0
2112	0.00013189132155104195	1
2115	0.00013189132155104195	1
2117	0.0	0
2134	0.0	0
2156	0.0	0
2178	0.00013189132155104195	1
2247	0.00013189132155104195	1
2249	0.00013189132155104195	1
2252	0.0005275652862041678	4
2254	0.0	0
2288	0.0	0
2327	0.00013189132155104195	1
2330	0.00013189132155104195	1
2332	0.0	0
2354	0.0	0
2371	0.00013189132155104195	1
2393	0.0002637826431020839	2
2418	0.00013189132155104195	1
2420	0.0	0
2445	0.0002637826431020839	2
2447	0.0	0
2462	0.00013189132155104195	1
2464	0.00013189132155104195	1
2481	0.0002637826431020839	2
2484	0.0002637826431020839	2
2486	0.0	0
2511	0.0002637826431020839	2
2513	0.0	0
2525	0.00013189132155104195	1
2550	0.00013189132155104195	1
2552	0.0	0
2572	0.0002637826431020839	2
2574	0.0	0
2581	0.009891849116328146	75
2584	0.0	0
2589	0.0	0
2613	0.0002637826431020839	2
2616	0.00013189132155104195	1
2618	0.0	0
2628	0.00013189132155104195	1
2630	0.00013189132155104195	1
2633	0.00013189132155104195	1
2635	0.0	0
2650	0.0	0
2660	0.0003956739646531258	3
2662	0.0	0
2674	0.00013189132155104195	1
2696	0.0	0
2721	0.00013189132155104195	1
2723	0.0	0
2748	0.00013189132155104195	1
2750	0.0	0
2762	0.0002637826431020839	2
2787	0.00013189132155104195	1
2789	0.0	0
2809	0.00013189132155104195	1
2811	0.00013189132155104195	1
2814	0.0005275652862041678	4
2816	0.0	0
2831	0.00013189132155104195	1
2833	0.0	0
2897	0.0002637826431020839	2
2899	0.0	0
2916	0.0002637826431020839	2
2919	0.00013189132155104195	1
2921	0.0	0
2985	0.0002637826431020839	2
2987	0.0	0
3029	0.0005275652862041678	4
3031	0.0	0
3038	0.0007913479293062516	6
3041	0.00013189132155104195	1
3043	0.00013189132155104195	1
3065	0.00013189132155104195	1
3068	0.00013189132155104195	1
3070	0.0	0
3085	0.0	0
3090	0.00013189132155104195	1
3092	0.0	0
3107	0.00013189132155104195	1
3109	0.0	0
3131	0.0	0
3153	0.0	0
3205	0.0005275652862041678	4
3207	0.0	0
3214	0.0003956739646531258	3
3217	0.00013189132155104195	1
3219	0.00013189132155104195	1
3236	0.0002637826431020839	2
3239	0.0	0
3261	0.00013189132155104195	1
3263	0.0	0
3288	0.0002637826431020839	2
